Age;Attrition;Department;Education;EducationField;EnvironmentSatisfaction;Gender;HourlyRate;JobRole;MaritalStatus;MonthlyIncome;RelationshipSatisfaction;WorkLifeBalance;YearsSinceLastPromotion
49;No;Sales;4;Marketing;4;Female;80;Sales Executive;Single;4507;3;4;0
33;Yes;Sales;3;Life Sciences;1;Female;74;Sales Executive;Single;8564;3;2;0
38;No;Research & Development;2;Medical;3;Female;75;Laboratory Technician;Married;2468;2;2;0
31;Yes;Sales;4;Marketing;1;Male;70;Sales Executive;Married;8161;1;3;0
29;No;Research & Development;3;Technical Degree;4;Female;91;Research Scientist;Divorced;2109;3;3;0
30;No;Research & Development;3;Life Sciences;3;Male;58;Healthcare Representative;Married;5294;3;3;1
32;No;Research & Development;4;Technical Degree;2;Male;65;Research Scientist;Single;2718;2;3;0
38;No;Research & Development;3;Medical;2;Male;60;Healthcare Representative;Married;5811;3;3;1
43;Yes;Research & Development;3;Technical Degree;3;Male;38;Research Scientist;Married;2437;4;3;0
42;No;Research & Development;3;Medical;2;Male;57;Laboratory Technician;Divorced;2766;2;2;0
55;No;Research & Development;3;Medical;3;Male;60;Research Director;Married;19038;2;3;0
33;No;Research & Development;3;Technical Degree;4;Male;90;Research Scientist;Divorced;3055;4;2;1
41;No;Research & Development;4;Life Sciences;3;Male;94;Laboratory Technician;Divorced;2289;2;3;0
34;No;Sales;3;Life Sciences;4;Male;87;Sales Executive;Divorced;4001;3;3;0
53;No;Research & Development;4;Medical;1;Female;60;Manufacturing Director;Married;12965;4;2;0
43;No;Human Resources;3;Life Sciences;2;Male;97;Human Resources;Single;3539;2;3;1
34;No;Sales;2;Life Sciences;4;Female;32;Sales Executive;Single;6029;1;3;2
21;Yes;Sales;1;Marketing;2;Male;31;Sales Representative;Single;2679;2;3;1
38;No;Research & Development;2;Other;4;Female;40;Laboratory Technician;Married;3702;2;3;0
22;Yes;Research & Development;1;Medical;3;Female;79;Laboratory Technician;Married;2398;3;3;0
31;No;Sales;4;Marketing;1;Female;91;Sales Executive;Married;5468;1;3;5
51;No;Research & Development;3;Technical Degree;1;Female;53;Manager;Married;13116;4;3;2
37;No;Sales;2;Marketing;2;Male;46;Sales Executive;Married;4189;1;3;0
46;No;Research & Development;4;Medical;3;Male;46;Research Director;Divorced;19328;3;3;2
36;No;Research & Development;3;Life Sciences;4;Male;90;Healthcare Representative;Married;8321;4;3;5
44;Yes;Research & Development;2;Medical;3;Male;99;Research Scientist;Divorced;2342;3;2;2
37;No;Human Resources;2;Other;3;Male;89;Human Resources;Divorced;4071;3;2;4
35;Yes;Sales;3;Life Sciences;3;Male;84;Sales Executive;Single;5813;4;3;7
33;No;Research & Development;4;Life Sciences;4;Male;90;Research Scientist;Married;3143;2;3;7
28;No;Research & Development;3;Life Sciences;3;Male;82;Research Scientist;Married;2044;3;4;0
39;No;Research & Development;1;Medical;3;Male;65;Research Director;Single;13464;3;3;2
46;No;Sales;2;Life Sciences;2;Male;98;Sales Executive;Single;7991;3;3;2
40;No;Research & Development;2;Life Sciences;3;Female;99;Laboratory Technician;Married;3377;4;2;0
42;No;Research & Development;3;Medical;2;Male;95;Healthcare Representative;Married;5538;3;2;0
35;No;Research & Development;2;Medical;2;Male;90;Manufacturing Director;Divorced;5762;3;3;1
38;No;Human Resources;3;Human Resources;1;Male;100;Human Resources;Divorced;2592;4;3;3
34;Yes;Research & Development;4;Life Sciences;4;Male;93;Laboratory Technician;Married;5346;3;2;0
37;Yes;Research & Development;4;Medical;4;Male;58;Manufacturing Director;Single;4213;2;1;0
39;No;Sales;3;Life Sciences;3;Male;83;Sales Executive;Divorced;4127;4;3;2
43;No;Research & Development;3;Life Sciences;1;Male;52;Research Scientist;Single;2438;3;2;1
41;No;Research & Development;3;Life Sciences;2;Male;85;Healthcare Representative;Single;6870;1;1;1
41;No;Sales;1;Marketing;3;Female;81;Sales Executive;Divorced;10447;4;4;13
30;No;Research & Development;3;Medical;1;Female;64;Manufacturing Director;Single;9667;2;3;0
26;Yes;Human Resources;2;Medical;4;Female;69;Human Resources;Married;2148;3;3;1
46;Yes;Research & Development;2;Medical;4;Female;66;Healthcare Representative;Married;8926;4;4;3
40;No;Research & Development;3;Life Sciences;3;Female;52;Healthcare Representative;Divorced;6513;4;3;0
34;No;Sales;2;Technical Degree;2;Male;92;Sales Executive;Married;6799;3;3;4
58;No;Sales;3;Medical;2;Male;52;Manager;Divorced;16291;4;2;14
35;No;Research & Development;4;Medical;2;Male;91;Laboratory Technician;Married;2705;2;4;0
47;No;Research & Development;3;Life Sciences;3;Female;92;Manufacturing Director;Divorced;10333;3;3;14
40;No;Research & Development;3;Life Sciences;2;Female;47;Healthcare Representative;Divorced;4448;2;3;7
54;No;Research & Development;4;Medical;4;Female;68;Research Scientist;Married;6854;2;2;1
31;No;Sales;4;Marketing;1;Female;68;Sales Executive;Married;9637;4;3;2
28;No;Research & Development;3;Medical;3;Female;67;Research Scientist;Married;3591;3;3;1
38;No;Sales;4;Marketing;2;Female;77;Sales Representative;Married;5405;1;2;0
26;No;Sales;3;Medical;3;Male;46;Sales Executive;Single;4684;1;3;1
58;No;Research & Development;4;Life Sciences;1;Male;87;Research Director;Married;15787;2;3;2
18;No;Research & Development;3;Medical;2;Female;33;Research Scientist;Single;1514;3;1;0
31;Yes;Human Resources;5;Human Resources;4;Male;89;Human Resources;Married;2956;3;3;0
29;Yes;Human Resources;3;Human Resources;1;Male;56;Human Resources;Divorced;2335;4;3;2
45;No;Sales;4;Life Sciences;3;Female;67;Sales Executive;Married;5154;2;4;5
36;No;Research & Development;4;Other;4;Female;73;Research Scientist;Married;6962;4;3;0
43;No;Sales;4;Life Sciences;1;Male;92;Sales Executive;Married;5675;3;3;7
27;No;Research & Development;2;Life Sciences;4;Female;53;Laboratory Technician;Single;2379;3;2;0
29;No;Research & Development;1;Medical;4;Male;40;Laboratory Technician;Married;3812;2;4;3
32;No;Sales;4;Marketing;4;Male;79;Sales Executive;Single;4648;3;4;0
42;No;Research & Development;4;Technical Degree;3;Male;38;Research Scientist;Married;2936;2;2;3
47;No;Research & Development;4;Life Sciences;2;Female;64;Laboratory Technician;Single;2105;3;3;2
46;No;Research & Development;2;Life Sciences;4;Male;82;Manufacturing Director;Divorced;8578;3;2;4
28;No;Human Resources;2;Life Sciences;3;Male;43;Human Resources;Divorced;2706;2;3;2
29;No;Research & Development;1;Life Sciences;4;Male;93;Healthcare Representative;Divorced;6384;4;3;1
42;No;Research & Development;3;Life Sciences;4;Male;81;Laboratory Technician;Single;3968;4;3;0
32;Yes;Sales;4;Marketing;3;Male;82;Sales Executive;Single;9907;3;2;2
46;No;Sales;3;Technical Degree;1;Female;45;Sales Executive;Divorced;13225;4;3;2
27;No;Sales;1;Medical;2;Female;36;Sales Representative;Married;3540;4;3;5
29;No;Human Resources;1;Medical;4;Male;87;Human Resources;Married;2804;4;3;0
43;No;Research & Development;3;Medical;1;Female;81;Manager;Married;19392;4;3;6
48;No;Research & Development;3;Life Sciences;4;Male;91;Research Director;Married;19665;4;3;12
29;Yes;Research & Development;2;Life Sciences;4;Male;73;Research Scientist;Single;2439;2;2;1
46;Yes;Sales;3;Life Sciences;3;Female;64;Sales Executive;Married;7314;3;3;0
27;No;Research & Development;3;Life Sciences;4;Female;77;Research Scientist;Married;4774;4;2;7
39;No;Research & Development;4;Other;4;Male;41;Research Scientist;Divorced;3902;2;3;2
55;No;Research & Development;4;Technical Degree;2;Male;98;Research Scientist;Married;2662;2;4;0
28;No;Sales;3;Medical;2;Female;78;Sales Representative;Married;2856;4;3;0
30;Yes;Sales;3;Medical;2;Male;89;Sales Representative;Single;1081;3;2;0
22;Yes;Research & Development;1;Life Sciences;4;Male;75;Research Scientist;Single;2472;1;3;0
36;No;Sales;4;Technical Degree;2;Female;63;Sales Executive;Married;5673;1;3;1
31;No;Research & Development;3;Life Sciences;2;Male;89;Laboratory Technician;Divorced;4197;1;3;0
34;No;Sales;3;Life Sciences;3;Male;64;Sales Executive;Married;9713;4;3;1
29;No;Research & Development;3;Life Sciences;4;Male;59;Laboratory Technician;Single;2062;2;3;1
37;No;Research & Development;4;Medical;4;Male;78;Research Scientist;Married;4284;3;3;0
35;No;Research & Development;2;Other;4;Female;44;Manufacturing Director;Married;4788;4;3;0
45;No;Research & Development;2;Life Sciences;2;Female;93;Manufacturing Director;Married;5906;4;2;3
36;No;Human Resources;1;Human Resources;2;Male;94;Human Resources;Single;3886;4;2;0
40;No;Research & Development;4;Life Sciences;1;Male;98;Manager;Divorced;16823;1;3;11
26;No;Research & Development;2;Life Sciences;2;Female;90;Research Scientist;Married;2933;3;2;1
27;No;Sales;2;Medical;1;Female;89;Sales Executive;Single;6500;2;2;0
48;No;Research & Development;3;Medical;4;Female;58;Manager;Divorced;17174;2;3;4
44;No;Research & Development;4;Life Sciences;2;Male;78;Healthcare Representative;Married;5033;4;3;2
34;Yes;Research & Development;4;Technical Degree;4;Male;85;Research Scientist;Married;2307;2;3;3
56;Yes;Research & Development;2;Life Sciences;1;Male;97;Laboratory Technician;Single;2587;4;3;1
36;No;Sales;2;Marketing;3;Male;33;Sales Executive;Married;5507;3;1;1
41;No;Sales;3;Marketing;3;Female;54;Sales Executive;Married;4393;3;3;1
42;No;Research & Development;3;Medical;3;Male;83;Research Director;Married;13348;2;4;5
31;No;Sales;2;Medical;3;Female;86;Sales Executive;Divorced;6583;4;3;1
34;No;Sales;1;Medical;4;Female;75;Sales Executive;Married;8103;3;2;0
31;No;Research & Development;3;Medical;1;Female;62;Laboratory Technician;Divorced;3978;2;2;2
26;No;Research & Development;3;Other;3;Male;61;Laboratory Technician;Married;2544;1;3;7
45;No;Research & Development;4;Medical;2;Male;44;Healthcare Representative;Single;5399;3;3;0
33;No;Sales;4;Marketing;2;Male;43;Sales Executive;Single;5487;2;2;0
28;No;Sales;2;Life Sciences;3;Male;42;Sales Executive;Married;6834;3;3;0
29;Yes;Sales;3;Technical Degree;3;Male;45;Sales Representative;Single;1091;4;3;0
39;No;Sales;4;Life Sciences;1;Female;32;Sales Executive;Married;5736;3;3;1
27;No;Research & Development;4;Technical Degree;2;Male;41;Research Scientist;Married;2226;3;2;1
34;No;Research & Development;4;Other;3;Male;86;Research Scientist;Married;5747;2;3;6
28;Yes;Sales;2;Marketing;4;Female;84;Sales Executive;Single;9854;4;3;2
47;No;Research & Development;4;Technical Degree;3;Male;64;Research Scientist;Married;5467;3;4;1
56;No;Sales;5;Marketing;4;Female;89;Sales Executive;Married;5380;3;3;0
39;No;Research & Development;2;Medical;1;Male;87;Manufacturing Director;Married;5151;4;3;7
38;No;Research & Development;3;Medical;4;Female;58;Research Scientist;Divorced;2133;3;3;0
58;No;Sales;3;Life Sciences;4;Female;72;Manager;Married;17875;3;2;0
32;Yes;Research & Development;2;Life Sciences;1;Female;47;Research Scientist;Single;2432;1;3;0
38;No;Research & Development;2;Life Sciences;2;Male;71;Research Scientist;Divorced;4771;4;4;0
49;No;Research & Development;1;Life Sciences;2;Male;42;Research Director;Married;19161;4;3;4
42;No;Sales;4;Marketing;2;Male;77;Sales Executive;Divorced;5087;3;3;0
27;Yes;Human Resources;3;Human Resources;1;Female;58;Human Resources;Married;2863;1;3;0
35;No;Sales;4;Medical;2;Male;71;Sales Executive;Married;5561;4;1;0
28;No;Research & Development;3;Medical;3;Male;49;Research Scientist;Single;2144;3;2;1
31;No;Research & Development;2;Medical;3;Male;48;Research Scientist;Divorced;3065;4;4;2
36;No;Research & Development;4;Life Sciences;1;Male;66;Laboratory Technician;Married;2810;2;3;0
34;No;Sales;3;Marketing;1;Male;32;Sales Executive;Single;9888;1;2;2
34;No;Sales;4;Medical;4;Male;39;Sales Executive;Divorced;8628;3;2;1
26;No;Research & Development;3;Medical;3;Male;95;Laboratory Technician;Single;2867;4;2;7
29;No;Research & Development;3;Life Sciences;1;Male;89;Healthcare Representative;Married;5373;1;2;0
32;No;Research & Development;4;Medical;3;Female;34;Healthcare Representative;Divorced;6667;2;3;1
31;No;Research & Development;3;Life Sciences;4;Male;48;Research Scientist;Married;5003;2;3;8
28;Yes;Research & Development;3;Technical Degree;3;Male;32;Laboratory Technician;Divorced;2367;1;2;0
38;No;Sales;3;Life Sciences;1;Male;59;Sales Representative;Single;2858;1;2;0
35;No;Sales;4;Life Sciences;3;Female;55;Sales Executive;Married;5204;4;3;0
27;No;Sales;3;Marketing;4;Male;44;Sales Executive;Single;4105;1;3;0
32;No;Research & Development;4;Life Sciences;4;Male;56;Manufacturing Director;Single;9679;2;3;0
31;Yes;Sales;4;Marketing;1;Male;63;Sales Executive;Married;5617;3;3;0
53;Yes;Sales;4;Life Sciences;1;Male;66;Sales Executive;Single;10448;2;2;2
54;No;Research & Development;2;Life Sciences;1;Female;67;Research Scientist;Married;2897;3;2;2
33;No;Research & Development;2;Life Sciences;4;Male;36;Healthcare Representative;Divorced;5968;3;3;2
43;No;Research & Development;3;Life Sciences;1;Male;30;Healthcare Representative;Married;7510;2;3;0
38;No;Human Resources;4;Other;4;Male;88;Human Resources;Married;2991;2;3;1
55;No;Human Resources;4;Human Resources;3;Male;71;Manager;Married;19636;1;3;1
31;No;Research & Development;1;Medical;4;Female;59;Laboratory Technician;Divorced;1129;3;3;0
39;No;Sales;4;Marketing;2;Male;77;Sales Executive;Single;13341;1;3;11
42;No;Research & Development;2;Life Sciences;4;Male;37;Research Scientist;Single;4332;4;3;3
31;No;Research & Development;3;Medical;3;Female;40;Research Director;Married;11031;3;4;4
54;No;Research & Development;3;Medical;3;Female;77;Manufacturing Director;Single;4440;4;3;1
24;No;Research & Development;2;Life Sciences;2;Male;45;Healthcare Representative;Single;4617;2;2;1
23;No;Research & Development;2;Other;4;Male;78;Laboratory Technician;Single;2647;3;4;1
40;No;Research & Development;3;Technical Degree;4;Female;73;Laboratory Technician;Married;6323;1;4;9
40;No;Sales;2;Marketing;2;Female;92;Sales Executive;Married;5677;3;3;5
25;No;Human Resources;3;Human Resources;3;Female;82;Human Resources;Married;2187;3;3;1
30;No;Research & Development;2;Medical;4;Male;76;Laboratory Technician;Married;3748;3;2;1
25;No;Research & Development;1;Other;4;Male;57;Laboratory Technician;Divorced;3977;3;2;0
47;No;Research & Development;3;Medical;1;Male;84;Healthcare Representative;Single;8633;2;3;12
33;No;Research & Development;2;Medical;2;Male;59;Laboratory Technician;Divorced;2008;3;2;0
38;No;Sales;4;Life Sciences;4;Male;86;Sales Executive;Married;4440;1;3;5
31;No;Sales;2;Life Sciences;1;Male;54;Sales Representative;Married;3067;3;3;1
38;No;Research & Development;4;Life Sciences;1;Male;72;Manufacturing Director;Married;5321;4;3;7
42;No;Research & Development;4;Life Sciences;4;Male;35;Research Scientist;Divorced;5410;3;2;1
41;No;Research & Development;3;Life Sciences;4;Male;76;Research Scientist;Married;2782;1;3;1
47;No;Research & Development;1;Medical;3;Female;98;Research Director;Married;11957;1;1;5
35;No;Research & Development;4;Medical;4;Male;43;Laboratory Technician;Married;2660;3;3;2
22;No;Research & Development;2;Life Sciences;4;Male;63;Research Scientist;Single;3375;4;4;1
35;No;Research & Development;4;Medical;2;Male;48;Research Scientist;Single;5098;2;3;0
33;No;Research & Development;2;Medical;2;Female;95;Healthcare Representative;Married;4878;1;3;8
32;No;Research & Development;4;Life Sciences;3;Female;49;Laboratory Technician;Single;2837;3;3;4
40;No;Research & Development;4;Life Sciences;1;Male;83;Laboratory Technician;Married;2406;3;2;0
32;No;Sales;4;Medical;2;Male;68;Sales Representative;Married;2269;2;3;2
39;No;Research & Development;1;Life Sciences;1;Male;52;Research Scientist;Single;4108;1;3;1
38;No;Research & Development;3;Medical;2;Female;99;Research Director;Married;13206;1;3;1
32;No;Sales;4;Marketing;3;Female;48;Sales Executive;Married;10422;3;3;5
37;No;Research & Development;3;Life Sciences;3;Female;42;Research Director;Married;13744;1;3;6
25;No;Sales;2;Other;1;Female;85;Sales Executive;Divorced;4907;2;2;0
52;No;Sales;4;Life Sciences;1;Male;40;Sales Representative;Divorced;3482;2;2;0
44;No;Research & Development;3;Medical;2;Male;42;Research Scientist;Single;2436;3;3;1
21;No;Sales;1;Medical;3;Male;58;Sales Representative;Single;2380;4;3;1
39;No;Research & Development;3;Life Sciences;4;Male;87;Manager;Single;19431;3;2;1
23;Yes;Sales;3;Marketing;4;Male;33;Sales Representative;Married;1790;1;2;1
36;No;Sales;3;Medical;1;Female;94;Sales Executive;Married;7644;3;3;3
36;No;Research & Development;2;Life Sciences;4;Female;97;Manufacturing Director;Divorced;5131;2;3;0
56;No;Research & Development;4;Life Sciences;3;Male;57;Healthcare Representative;Divorced;6306;1;2;1
29;Yes;Research & Development;4;Medical;1;Male;36;Research Scientist;Married;4787;2;4;2
42;No;Research & Development;3;Life Sciences;1;Male;56;Manager;Married;18880;1;2;4
56;Yes;Research & Development;2;Technical Degree;4;Male;72;Laboratory Technician;Married;2339;4;1;9
41;No;Research & Development;4;Life Sciences;1;Female;60;Manufacturing Director;Married;13570;3;3;0
34;No;Sales;3;Marketing;4;Female;95;Sales Executive;Married;6712;4;3;1
36;No;Sales;4;Marketing;4;Male;88;Sales Executive;Divorced;5406;1;2;11
41;No;Sales;3;Life Sciences;3;Male;57;Sales Executive;Divorced;8938;3;3;0
32;No;Research & Development;3;Technical Degree;4;Male;78;Research Scientist;Single;2439;4;3;1
35;No;Human Resources;4;Life Sciences;3;Female;31;Human Resources;Single;8837;3;3;1
38;No;Sales;2;Life Sciences;1;Female;100;Sales Executive;Married;5343;3;3;1
50;Yes;Sales;4;Life Sciences;2;Male;94;Sales Executive;Divorced;6728;4;3;0
36;No;Sales;4;Marketing;2;Female;100;Sales Executive;Married;6652;1;2;0
45;No;Sales;3;Life Sciences;4;Female;50;Sales Executive;Single;4850;3;3;0
40;No;Research & Development;4;Life Sciences;3;Male;52;Research Scientist;Single;2809;4;3;2
35;No;Research & Development;4;Life Sciences;3;Male;80;Healthcare Representative;Married;5689;4;4;0
40;No;Research & Development;4;Medical;3;Female;98;Research Scientist;Married;2001;2;3;0
35;No;Research & Development;4;Life Sciences;3;Female;62;Research Scientist;Married;2977;4;3;1
29;No;Research & Development;2;Other;4;Male;46;Laboratory Technician;Married;4025;1;3;0
29;No;Research & Development;4;Medical;4;Female;73;Research Scientist;Single;3785;2;1;0
50;Yes;Sales;3;Marketing;4;Male;39;Sales Executive;Divorced;10854;2;3;2
39;No;Sales;1;Marketing;2;Female;60;Sales Executive;Married;12031;1;2;9
31;No;Research & Development;3;Medical;2;Male;74;Manufacturing Director;Single;9936;2;3;1
26;No;Sales;3;Other;4;Female;30;Sales Representative;Single;2966;4;3;0
36;No;Research & Development;2;Medical;3;Male;41;Laboratory Technician;Married;2571;3;3;0
39;No;Research & Development;1;Medical;4;Male;42;Healthcare Representative;Married;9991;1;3;1
27;No;Research & Development;3;Life Sciences;2;Male;87;Manufacturing Director;Married;6142;2;3;0
49;No;Sales;3;Medical;4;Male;63;Sales Executive;Married;5390;4;2;0
34;No;Research & Development;3;Medical;2;Male;82;Laboratory Technician;Married;4404;1;4;1
